,graph,node,DebtRank,time_steps,v_j,degree_centrality,betweenness_centrality,eigenvector_centrality,cap_buffer
512,barabasi_albert,212,0.14771391612219523,7,0.0016130495258899183,0.013377926421404682,0.0005664657619720362,0.015500810174660963,272.7605459448428
513,barabasi_albert,213,0.14447443899892629,7,0.0010029410327299516,0.013377926421404682,0.0005074293878166203,0.013219028252075429,58.71787926545147
514,barabasi_albert,214,0.23447144413616494,7,0.000977187193499208,0.020066889632107024,0.0024571513123958647,0.048234446797647525,409.6227601636546
515,barabasi_albert,215,0.14800901694539267,7,0.0026311402784591326,0.013377926421404682,0.00040183330196278804,0.009889027671326796,412.5703874097625
516,barabasi_albert,216,0.14839303241447904,7,0.0019124984259630202,0.020066889632107024,0.004099009016466124,0.016706254101426087,315.22907853172836
517,barabasi_albert,217,0.12533304508443566,7,0.0014951286572659867,0.013377926421404682,0.0002251968389602756,0.007154504342932912,228.09149887139193
518,barabasi_albert,218,0.20258281992654126,7,0.002021646943779066,0.013377926421404682,0.000414138687981689,0.023731297184302235,76.93469732411037
519,barabasi_albert,219,0.2061286615394861,7,0.0002914177843240073,0.013377926421404682,0.00176510204192424,0.018100449858017186,600.2781975453632
520,barabasi_albert,220,0.11070300290931756,7,0.0027249922149436044,0.020066889632107024,0.002200366713174868,0.00548911245916037,144.84598704372928
521,barabasi_albert,221,0.12405502611318345,7,0.0014139064647338323,0.013377926421404682,8.791422564401847e-05,0.007225654956035563,44.945055664883206
522,barabasi_albert,222,0.11677906356812608,7,0.0002026325182578175,0.013377926421404682,9.799800433007323e-05,0.009846827705832291,26.48588935504745
523,barabasi_albert,223,0.1598626724972912,7,0.002999122017811874,0.020066889632107024,0.002430832396951861,0.009276719835908293,104.29390117533815
524,barabasi_albert,224,0.21443712587911698,6,0.0043239554898391866,0.020066889632107024,0.0019426642967640911,0.03822200856457234,215.81572760736012
525,barabasi_albert,225,0.1331807172641207,7,0.002909159141845587,0.013377926421404682,0.0001309360807464105,0.013069152680878948,195.91966757069537
526,barabasi_albert,226,0.2487303406026119,6,0.0022806323174089428,0.013377926421404682,0.0009721870387175313,0.060355180840610055,137.69283630179254
527,barabasi_albert,227,0.17177081528411028,7,0.0023279285944450057,0.020066889632107024,0.004719300954233952,0.017391441011609957,15.314261902203805
528,barabasi_albert,228,0.23100451872314384,6,0.0008256933631799111,0.013377926421404682,0.0,0.06387128688583149,737.5654258118051
529,barabasi_albert,229,0.14492480229576016,7,0.003308187508573923,0.020066889632107024,0.0005662111899906787,0.012248931438427072,663.9744363324543
530,barabasi_albert,230,0.16850775631131834,7,0.0001494932539008512,0.013377926421404682,0.0008219357815192706,0.01273602216348069,241.42212521750733
531,barabasi_albert,231,0.1386073011987141,7,0.0031775754454164986,0.013377926421404682,0.0005615735200929697,0.011966771476951648,208.50031106065413
532,barabasi_albert,232,0.21529713163130762,7,0.0013355109870672192,0.013377926421404682,0.0014804491443919472,0.0265330392463633,263.0714049166831
533,barabasi_albert,233,0.15325140366539655,7,0.00033976172881143004,0.013377926421404682,0.0003378723910555767,0.012551382080762886,846.9754387859989
534,barabasi_albert,234,0.1861150152156599,6,0.0017299594306853202,0.020066889632107024,0.0037212085187835384,0.03353420153896876,175.62847777427427
535,barabasi_albert,235,0.22084468801526191,7,0.0018101452047898504,0.013377926421404682,0.0021777002268190903,0.018843420903512247,364.54958419632675
536,barabasi_albert,236,0.23463166928842238,6,0.000905242937161159,0.020066889632107024,0.004143674042791469,0.06242228435298922,545.4237526819503
537,barabasi_albert,237,0.2380377603669559,7,0.0009289282992506207,0.013377926421404682,0.000605727152269318,0.020413675007493415,28.184867650601404
538,barabasi_albert,238,0.20752520602452298,7,0.0028257084336734363,0.013377926421404682,0.0,0.028117369430485064,82.10257302794642
539,barabasi_albert,239,0.11374505179019063,8,0.0019416914064771407,0.013377926421404682,0.00016045185513884305,0.007148570217443599,420.1509458944968
540,barabasi_albert,240,0.08884010238099534,8,0.0008071473479927948,0.013377926421404682,0.00024263257411783818,0.0028028191086833056,501.7328454942977
541,barabasi_albert,241,0.22049144100402954,7,0.005776288498972947,0.013377926421404682,0.0,0.022687616777613714,289.09345171998285
542,barabasi_albert,242,0.14850487530035042,7,0.0011153258902011829,0.013377926421404682,0.0011702073173170022,0.009413156447562958,48.24981812247455
543,barabasi_albert,243,0.15203063972650854,7,0.002527130044252927,0.013377926421404682,0.0003749862735466149,0.016918793283002397,46.41221908780757
544,barabasi_albert,244,0.11994607975429489,7,0.0031222799289857854,0.013377926421404682,0.00048584411730020127,0.010669731723470613,222.04945841388752
545,barabasi_albert,245,0.12643022599166612,7,0.000877682883949922,0.013377926421404682,0.00040022602254650915,0.011700605134977112,16.02920094424227
546,barabasi_albert,246,0.23201863801257205,6,0.00025305707242451994,0.013377926421404682,0.002195265242875594,0.029749334088268332,185.5151153268812
547,barabasi_albert,247,0.1526959087575375,7,0.0017125577240294362,0.013377926421404682,0.0005320349770396688,0.009150804852014995,460.9184082663637
548,barabasi_albert,248,0.10273100620440047,8,0.0016899370654455581,0.013377926421404682,0.0003772384280116991,0.004042186714643879,451.99152733557423
549,barabasi_albert,249,0.15746194039997347,7,0.0040721251482460745,0.020066889632107024,0.002260778250152935,0.009782078687239635,200.24093249788513
550,barabasi_albert,250,0.11547415558511503,7,0.002252287769022024,0.013377926421404682,0.0008214848170741418,0.008718978069084471,162.67559494610188
551,barabasi_albert,251,0.2247008930597144,6,0.0034956413233165483,0.013377926421404682,0.002735977725906477,0.06044717416174094,64.47112297766971
552,barabasi_albert,252,0.10329102678228619,7,0.0007684916578586589,0.013377926421404682,8.679191638047781e-05,0.004447400714680579,258.21934799473786
553,barabasi_albert,253,0.1754419671542413,6,0.0004961472939974424,0.013377926421404682,0.0007267862197501398,0.011370485561918149,187.84992764198375
554,barabasi_albert,254,0.14014449657799172,7,0.0004897251260713899,0.013377926421404682,0.0003595659501250846,0.012500674214258505,59.766826302873206
555,barabasi_albert,255,0.26125391583066626,6,0.0017787822294395845,0.013377926421404682,0.0,0.07316730682352461,76.8510287219162
556,barabasi_albert,256,0.18946636995998883,7,0.0007675474971808598,0.020066889632107024,0.0015004165811667322,0.010643950643119389,630.6104116058225
557,barabasi_albert,257,0.16550184270226767,7,0.0023741850389012316,0.013377926421404682,0.0006525588355962536,0.011408424439555049,741.5794378925204
558,barabasi_albert,258,0.11233240322188069,7,0.002142085440476956,0.013377926421404682,0.00026782971890825804,0.0048354840430356455,226.24473615898356
559,barabasi_albert,259,0.1840647232350495,6,0.0033060872312166384,0.013377926421404682,0.0005960376154382079,0.03076286194162878,10.953628272990242
560,barabasi_albert,260,0.11058365614850721,7,0.00016683556140305008,0.013377926421404682,0.0005660983860126418,0.008827758275377073,23.142730307607525
561,barabasi_albert,261,0.16971067330094755,7,0.0013772863125821907,0.013377926421404682,5.636486523559766e-05,0.014684903947595735,514.3448075005309
562,barabasi_albert,262,0.13572918823683372,7,0.0006414900900229494,0.013377926421404682,0.001013061503550263,0.013494208075465542,853.0370316359595
